foia_id,departments,keywords
13-FOI-00099,Unknown,
13-FOI-00100,Unknown,
13-FOI-00101,Unknown,
13-FOI-00102,Unknown,
13-FOI-00103,"Pricing & Revenue Management, Train Fares",fee
13-FOI-00105,"Video (surveillance videos, APD,EMCS)",video
13-FOI-00106,Unknown,
13-FOI-00107,Mechanical Systems,locomotives
13-FOI-00108,Unknown,
13-FOI-00109,Unknown,
13-FOI-00110,Train Schedules,delay
13-FOI-00111,Central Reporting,accident
13-FOI-00112,"Email searches,Central Reporting","emails,incident"
13-FOI-00113,Unknown,
13-FOI-00114,Unknown,
13-FOI-00115,Unknown,
13-FOI-00116,Contract Management,contract
13-FOI-00117,Unknown,
13-FOI-00118,Contract Management,contract
13-FOI-00119,Unknown,
13-FOI-00120,Unknown,
13-FOI-00121,Unknown,
13-FOI-00122,Unknown,
13-FOI-00123,Unknown,
13-FOI-00124,Unknown,
13-FOI-00125,Unknown,
13-FOI-00126,Unknown,
13-FOI-00127,Unknown,
13-FOI-00128,Unknown,
13-FOI-00129,Unknown,
13-FOI-00130,Unknown,
13-FOI-00131,Police Department,police
13-FOI-00132,Unknown,
13-FOI-00133,Unknown,
13-FOI-00134,Unknown,
13-FOI-00135,Unknown,
13-FOI-00136,Mechanical Systems,locomotives
13-FOI-00137,Unknown,
13-FOI-00138,Unknown,
13-FOI-00139,Unknown,
13-FOI-00140,Unknown,
13-FOI-00141,Unknown,
13-FOI-00142,Unknown,
13-FOI-00143,Contract Management,bid
13-FOI-00144,Unknown,
13-FOI-00145,Unknown,
13-FOI-00146,Unknown,
13-FOI-00147,Unknown,
13-FOI-00148,Unknown,
13-FOI-00149,"Ridership Statistics, Station Ridership Data",statistics
13-FOI-00150,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
13-FOI-00151,"Video (surveillance videos, APD,EMCS)",video
13-FOI-00152,"Video (surveillance videos, APD,EMCS)",video
13-FOI-00153,Unknown,
13-FOI-00154,Contract Management,contract
13-FOI-00155,Contract Management,contracts
13-FOI-00156,Unknown,
13-FOI-00157,Central Reporting,incident
13-FOI-00158,Unknown,
13-FOI-00159,Unknown,
13-FOI-00160,Unknown,
13-FOI-00161,Unknown,
13-FOI-00162,Unknown,
13-FOI-00163,Unknown,
13-FOI-00164,Contract Management,contracts
13-FOI-00165,Central Reporting,incident
13-FOI-00166,Contract Management,bid
13-FOI-00167,Unknown,
13-FOI-00168,"Police Department,Central Reporting","police,incident"
13-FOI-00169,Unknown,
13-FOI-00170,Unknown,
13-FOI-00171,Unknown,
13-FOI-00172,Unknown,
13-FOI-00173,Unknown,
13-FOI-00174,Unknown,
13-FOI-00175,Unknown,
14-FOI-00001,Unknown,
14-FOI-00002,Unknown,
14-FOI-00003,Unknown,
14-FOI-00004,Unknown,
14-FOI-00005,Unknown,
14-FOI-00006,Unknown,
14-FOI-00007,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
14-FOI-00008,"Email searches,Contract Management","emails,contracts"
14-FOI-00009,VP Comptroller Finance Financial Planning and Analysis ,financial
14-FOI-00010,Unknown,
14-FOI-00011,Unknown,
14-FOI-00012,Mechanical Systems,locomotives
14-FOI-00013,Unknown,
14-FOI-00014,Mechanical Systems,locomotives
14-FOI-00015,Contract Management,contract
14-FOI-00016,Unknown,
14-FOI-00017,Contract Management,contracts
14-FOI-00018,Unknown,
14-FOI-00019,Unknown,
14-FOI-00020,Unknown,
14-FOI-00021,Unknown,
14-FOI-00022,Unknown,
14-FOI-00023,Unknown,
14-FOI-00024,Contract Management,bid
14-FOI-00025,Unknown,
14-FOI-00026,Claims,claims
14-FOI-00027,Unknown,
14-FOI-00028,Unknown,
14-FOI-00029,Unknown,
14-FOI-00030,Unknown,
14-FOI-00031,Unknown,
14-FOI-00032,Unknown,
14-FOI-00033,Unknown,
14-FOI-00034,Unknown,
14-FOI-00035,Unknown,
14-FOI-00036,Unknown,
14-FOI-00037,Unknown,
14-FOI-00038,Central Reporting,accident
14-FOI-00039,VP Comptroller Finance Financial Planning and Analysis ,financial
14-FOI-00040,Central Reporting,incident
14-FOI-00041,Unknown,
14-FOI-00042,Unknown,
14-FOI-00043,Unknown,
14-FOI-00044,"Video (surveillance videos, APD,EMCS)",video
14-FOI-00045,Unknown,
14-FOI-00046,Unknown,
14-FOI-00047,"Occupational Health ADA,Dr. Portfolio Management ADM STATS, FACS, PROPS & ACCESSIBILITIES (ADA)","accessibility,disabilities"
14-FOI-00048,Unknown,
14-FOI-00049,Unknown,
14-FOI-00050,Mechanical Systems,locomotives
14-FOI-00051,Central Reporting,incident
14-FOI-00052,Unknown,
14-FOI-00053,Unknown,
14-FOI-00054,Unknown,
14-FOI-00055,Unknown,
14-FOI-00056,Unknown,
14-FOI-00057,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
14-FOI-00058,Unknown,
14-FOI-00059,Unknown,
14-FOI-00060,Unknown,
14-FOI-00061,Unknown,
14-FOI-00062,Contract Management,contracts
14-FOI-00063,Contract Management,contracts
14-FOI-00064,Unknown,
14-FOI-00065,Unknown,
14-FOI-00066,Unknown,
14-FOI-00067,Contract Management,contracts
14-FOI-00068,Unknown,
14-FOI-00069,Unknown,
14-FOI-00070,Unknown,
14-FOI-00071,Unknown,
14-FOI-00072,Unknown,
14-FOI-00073,Unknown,
14-FOI-00074,Unknown,
14-FOI-00075,"Ridership Statistics, Station Ridership Data",statistics
14-FOI-00076,Email searches,emails
14-FOI-00077,Unknown,
14-FOI-00078,Unknown,
14-FOI-00079,Unknown,
14-FOI-00080,Unknown,
14-FOI-00081,Unknown,
14-FOI-00082,Unknown,
14-FOI-00083,Unknown,
14-FOI-00084,Unknown,
14-FOI-00085,Unknown,
14-FOI-00086,Unknown,
14-FOI-00087,Unknown,
14-FOI-00088,Unknown,
14-FOI-00089,Unknown,
14-FOI-00090,Unknown,
14-FOI-00091,Unknown,
14-FOI-00092,Central Reporting,incident
14-FOI-00093,Contract Management,bid
14-FOI-00094,Central Reporting,accident
14-FOI-00095,Central Reporting,incident
14-FOI-00096,Contract Management,bid
14-FOI-00097,Unknown,
14-FOI-00098,Unknown,
14-FOI-00099,Unknown,
14-FOI-00100,Central Reporting,accident
14-FOI-00101,Unknown,
14-FOI-00102,Unknown,
14-FOI-00103,Unknown,
14-FOI-00104,Unknown,
14-FOI-00105,Unknown,
14-FOI-00106,"Video (surveillance videos, APD,EMCS)",video
14-FOI-00107,Unknown,
14-FOI-00108,Mechanical Systems,locomotives
14-FOI-00109,Unknown,
14-FOI-00110,Central Reporting,incident
14-FOI-00111,Unknown,
14-FOI-00112,Unknown,
14-FOI-00113,Unknown,
14-FOI-00114,Train Schedules,delay
14-FOI-00115,Central Reporting,incident
14-FOI-00116,Unknown,
14-FOI-00117,Unknown,
14-FOI-00118,Contract Management,bid
14-FOI-00119,Unknown,
14-FOI-00120,Unknown,
14-FOI-00121,Unknown,
14-FOI-00122,Unknown,
14-FOI-00123,Unknown,
14-FOI-00124,Unknown,
14-FOI-00125,Unknown,
14-FOI-00126,Unknown,
14-FOI-00127,Unknown,
14-FOI-00128,Unknown,
14-FOI-00130,Unknown,
14-FOI-00131,Unknown,
14-FOI-00132,Unknown,
14-FOI-00133,Unknown,
14-FOI-00134,Unknown,
14-FOI-00135,Contract Management,contract
14-FOI-00136,"Video (surveillance videos, APD,EMCS)",video
14-FOI-00137,Contract Management,bid
14-FOI-00138,Unknown,
14-FOI-00139,Unknown,
14-FOI-00140,Unknown,
14-FOI-00141,Unknown,
14-FOI-00142,Unknown,
14-FOI-00143,Contract Management,contract
14-FOI-00144,Unknown,
14-FOI-00145,Unknown,
14-FOI-00146,Unknown,
14-FOI-00147,Unknown,
14-FOI-00148,Unknown,
14-FOI-00149,Unknown,
14-FOI-00150,Central Reporting,accident
14-FOI-00151,Unknown,
14-FOI-00152,Email searches,emails
14-FOI-00153,Unknown,
14-FOI-00154,Unknown,
14-FOI-00155,Unknown,
14-FOI-00156,Unknown,
14-FOI-00157,Unknown,
14-FOI-00158,Unknown,
14-FOI-00159,Train Schedules,delay
14-FOI-00160,Unknown,
14-FOI-00161,Unknown,
14-FOI-00162,"Video (surveillance videos, APD,EMCS)",video
14-FOI-00163,Central Reporting,incident
14-FOI-00164,Unknown,
14-FOI-00165,Unknown,
14-FOI-00166,Unknown,
14-FOI-00167,Central Reporting,accident
14-FOI-00168,Unknown,
14-FOI-00169,Unknown,
14-FOI-00170,Unknown,
14-FOI-00171,Unknown,
14-FOI-00172,Unknown,
14-FOI-00173,Unknown,
14-FOI-00174,Unknown,
14-FOI-00175,Central Reporting,accident
14-FOI-00176,Unknown,
14-FOI-00177,Contract Management,contracts
14-FOI-00178,Central Reporting,incident
14-FOI-00179,Central Reporting,incident
14-FOI-00180,Unknown,
14-FOI-00181,Unknown,
14-FOI-00182,Unknown,
14-FOI-00183,Unknown,
14-FOI-00184,Unknown,
14-FOI-00185,Contract Management,bid
14-FOI-00187,Contract Management,contracts
14-FOI-00188,Unknown,
14-FOI-00189,Unknown,
14-FOI-00190,Unknown,
14-FOI-00191,Unknown,
14-FOI-00192,Contract Management,contract
14-FOI-00193,Contract Management,contracts
14-FOI-00194,Procurement,procurement
14-FOI-00195,Unknown,
14-FOI-00196,Contract Management,contracts
14-FOI-00197,Unknown,
14-FOI-00198,Unknown,
14-FOI-00199,Contract Management,bid
14-FOI-00200,Unknown,
14-FOI-00201,Unknown,
14-FOI-00202,Unknown,
14-FOI-00203,Unknown,
15-FOI-00001,Unknown,
15-FOI-00002,Unknown,
15-FOI-00004,Unknown,
15-FOI-00005,Unknown,
15-FOI-00006,Customer Service,customer
15-FOI-00007,Central Reporting,accident
15-FOI-00008,Contract Management,contracts
15-FOI-00009,Unknown,
15-FOI-00010,Unknown,
15-FOI-00011,Unknown,
15-FOI-00012,Unknown,
15-FOI-00013,Unknown,
15-FOI-00014,Unknown,
15-FOI-00015,Unknown,
15-FOI-00016,Unknown,
15-FOI-00017,Unknown,
15-FOI-00018,Central Reporting,accident
15-FOI-00019,Unknown,
15-FOI-00020,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
15-FOI-00021,Unknown,
15-FOI-00022,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
15-FOI-00023,Central Reporting,incident
15-FOI-00024,Unknown,
15-FOI-00025,Unknown,
15-FOI-00026,Unknown,
15-FOI-00027,Mechanical Systems,locomotives
15-FOI-00029,Unknown,
15-FOI-00030,Unknown,
15-FOI-00031,Unknown,
15-FOI-00033,Unknown,
15-FOI-00034,Contract Management,bid
15-FOI-00035,Unknown,
15-FOI-00036,Unknown,
15-FOI-00037,Unknown,
15-FOI-00038,Unknown,
15-FOI-00039,Unknown,
15-FOI-00040,Central Reporting,incident
15-FOI-00041,"Video (surveillance videos, APD,EMCS)",video
15-FOI-00043,Unknown,
15-FOI-00044,Unknown,
15-FOI-00045,Unknown,
15-FOI-00046,Unknown,
15-FOI-00047,"Video (surveillance videos, APD,EMCS)",video
15-FOI-00048,Unknown,
15-FOI-00049,Central Reporting,incident
15-FOI-00050,Unknown,
15-FOI-00051,Central Reporting,accident
15-FOI-00052,Unknown,
15-FOI-00053,Unknown,
15-FOI-00054,Unknown,
15-FOI-00055,Unknown,
15-FOI-00056,Unknown,
15-FOI-00057,Unknown,
15-FOI-00058,Police Department,police
15-FOI-00059,Unknown,
15-FOI-00060,Unknown,
15-FOI-00061,Unknown,
15-FOI-00062,Unknown,
15-FOI-00063,Unknown,
15-FOI-00064,Unknown,
15-FOI-00065,Unknown,
15-FOI-00066,Unknown,
15-FOI-00067,Central Reporting,accident
15-FOI-00068,Unknown,
15-FOI-00069,Unknown,
15-FOI-00070,Unknown,
15-FOI-00071,Central Reporting,accident
15-FOI-00072,Unknown,
15-FOI-00073,Unknown,
15-FOI-00074,"Central Reporting,Claims,Police Department","accident,claims,police"
15-FOI-00075,Unknown,
15-FOI-00076,"Police Department,Central Reporting","police,incident"
15-FOI-00077,Unknown,
15-FOI-00078,Unknown,
15-FOI-00079,Unknown,
15-FOI-00080,Unknown,
15-FOI-00081,"Video (surveillance videos, APD,EMCS),Central Reporting","surveillance,accident"
15-FOI-00082,Unknown,
15-FOI-00083,"Video (surveillance videos, APD,EMCS)",video
15-FOI-00084,Unknown,
15-FOI-00085,VP Comptroller Finance Financial Planning and Analysis ,financial
15-FOI-00086,Unknown,
15-FOI-00087,Unknown,
15-FOI-00088,Unknown,
15-FOI-00089,Unknown,
15-FOI-00090,Unknown,
15-FOI-00091,Unknown,
15-FOI-00092,Unknown,
15-FOI-00093,Customer Service,customer
15-FOI-00094,Unknown,
15-FOI-00095,Unknown,
15-FOI-00096,Contract Management,bid
15-FOI-00097,Unknown,
15-FOI-00098,Unknown,
15-FOI-00099,Unknown,
15-FOI-00100,Unknown,
15-FOI-00101,"Video (surveillance videos, APD,EMCS)",surveillance
15-FOI-00102,"Video (surveillance videos, APD,EMCS),Central Reporting","surveillance,accident"
15-FOI-00103,Contract Management,contract
15-FOI-00104,Unknown,
15-FOI-00105,Unknown,
15-FOI-00106,Unknown,
15-FOI-00107,Unknown,
15-FOI-00108,Unknown,
15-FOI-00109,Unknown,
15-FOI-00110,Unknown,
15-FOI-00111,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,surveillance"
15-FOI-00112,Unknown,
15-FOI-00113,"Claims,Central Reporting","claims,incident"
15-FOI-00114,Unknown,
15-FOI-00115,Train Schedules,delays
15-FOI-00116,Contract Management,bid
15-FOI-00117,Central Reporting,incident
15-FOI-00118,Unknown,
15-FOI-00119,Unknown,
15-FOI-00120,"Video (surveillance videos, APD,EMCS)",video
15-FOI-00121,Unknown,
15-FOI-00122,"Email searches,Video (surveillance videos, APD,EMCS)","emails,video"
15-FOI-00123,Unknown,
15-FOI-00124,Unknown,
15-FOI-00125,Unknown,
15-FOI-00126,Unknown,
15-FOI-00127,Unknown,
15-FOI-00128,Unknown,
15-FOI-00129,Unknown,
15-FOI-00130,Email searches,emails
15-FOI-00131,Unknown,
15-FOI-00132,Central Reporting,incident
15-FOI-00133,"Video (surveillance videos, APD,EMCS)",video
15-FOI-00134,Unknown,
15-FOI-00135,Email searches,emails
15-FOI-00136,Unknown,
15-FOI-00137,Unknown,
15-FOI-00138,Unknown,
15-FOI-00141,Unknown,
15-FOI-00142,Unknown,
15-FOI-00143,"Mechanical Systems,Contract Management","locomotives,bid"
15-FOI-00145,Unknown,
15-FOI-00146,Unknown,
15-FOI-00147,Unknown,
15-FOI-00148,"Central Reporting,Ridership Statistics, Station Ridership Data","incident,statistics"
15-FOI-00149,Unknown,
15-FOI-00150,Unknown,
15-FOI-00151,Unknown,
15-FOI-00152,Central Reporting,incident
15-FOI-00153,"Video (surveillance videos, APD,EMCS)",video
15-FOI-00154,Unknown,
15-FOI-00155,Unknown,
15-FOI-00156,Unknown,
15-FOI-00157,Central Reporting,incident
15-FOI-00158,"Ridership Statistics, Station Ridership Data,VP Comptroller Finance Financial Planning and Analysis ","statistics,financial"
15-FOI-00159,"Video (surveillance videos, APD,EMCS)",video
15-FOI-00160,Unknown,
15-FOI-00161,Unknown,
15-FOI-00162,Unknown,
15-FOI-00163,Unknown,
15-FOI-00164,Unknown,
15-FOI-00165,Unknown,
15-FOI-00166,Claims,claims
15-FOI-00167,Unknown,
15-FOI-00169,Unknown,
15-FOI-00170,Unknown,
15-FOI-00171,Unknown,
15-FOI-00172,Unknown,
15-FOI-00173,Unknown,
15-FOI-00174,Unknown,
15-FOI-00175,Unknown,
15-FOI-00176,Unknown,
15-FOI-00177,Unknown,
15-FOI-00178,Unknown,
15-FOI-00179,Unknown,
15-FOI-00180,Train Schedules,delay
15-FOI-00181,Contract Management,contractors
15-FOI-00182,Unknown,
15-FOI-00183,Unknown,
15-FOI-00184,Unknown,
15-FOI-00185,"Procurement,Contract Management","solicitation,contracts"
15-FOI-00186,Unknown,
15-FOI-00187,Unknown,
15-FOI-00188,"Video (surveillance videos, APD,EMCS)",surveillance
15-FOI-00189,Email searches,emails
15-FOI-00190,Central Reporting,incident
15-FOI-00191,Contract Management,bid
15-FOI-00192,"Central Reporting,Claims","incident,claims"
15-FOI-00193,Contract Management,contracts
15-FOI-00194,Unknown,
15-FOI-00195,Unknown,
15-FOI-00196,Unknown,
15-FOI-00197,Contract Management,contractors
15-FOI-00198,Unknown,
15-FOI-00199,"Video (surveillance videos, APD,EMCS)",surveillance
15-FOI-00200,Central Reporting,accident
15-FOI-00201,Unknown,
15-FOI-00202,Unknown,
15-FOI-00203,Unknown,
15-FOI-00204,"Pricing & Revenue Management, Train Fares",fee
15-FOI-00205,Unknown,
15-FOI-00206,"Ridership Statistics, Station Ridership Data",statistics
15-FOI-00207,Unknown,
15-FOI-00208,Police Department,police
15-FOI-00209,Unknown,
15-FOI-00210,Unknown,
15-FOI-00211,Contract Management,contracts
15-FOI-00212,Contract Management,bid
15-FOI-00213,Unknown,
15-FOI-00214,Unknown,
15-FOI-00215,Unknown,
15-FOI-00216,Unknown,
15-FOI-00217,Unknown,
15-FOI-00218,Unknown,
15-FOI-00219,Unknown,
15-FOI-00220,Unknown,
15-FOI-00221,Unknown,
15-FOI-00222,Unknown,
15-FOI-00223,Unknown,
15-FOI-00224,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
15-FOI-00225,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,surveillance"
15-FOI-00227,Unknown,
15-FOI-00228,Central Reporting,accident
15-FOI-00229,Unknown,
15-FOI-00230,Police Department,police
15-FOI-00232,Unknown,
15-FOI-00233,Unknown,
15-FOI-00234,Unknown,
15-FOI-00235,"Central Reporting,Police Department","incident,police"
15-FOI-00236,Police Department,police
15-FOI-00237,Unknown,
15-FOI-00238,"Central Reporting,Police Department,Video (surveillance videos, APD,EMCS)","incident,police,video"
15-FOI-00239,Unknown,
15-FOI-00241,Unknown,
15-FOI-00242,"Video (surveillance videos, APD,EMCS)",video
15-FOI-00243,Unknown,
15-FOI-00244,Central Reporting,accident
15-FOI-00245,Unknown,
15-FOI-00246,Unknown,
15-FOI-00247,Unknown,
15-FOI-00248,"Video (surveillance videos, APD,EMCS)",video
15-FOI-00249,Unknown,
15-FOI-00250,Contract Management,contractors
15-FOI-00251,Unknown,
15-FOI-00252,Unknown,
15-FOI-00253,Unknown,
15-FOI-00254,Unknown,
15-FOI-00255,Central Reporting,accident
16-FOI-00001,Unknown,
16-FOI-00002,Contract Management,bid
16-FOI-00003,Central Reporting,accident
16-FOI-00004,Unknown,
16-FOI-00005,Unknown,
16-FOI-00006,"Video (surveillance videos, APD,EMCS)",surveillance
16-FOI-00007,Unknown,
16-FOI-00008,Unknown,
16-FOI-00009,Telephone Records,telephone
16-FOI-00010,Unknown,
16-FOI-00011,Unknown,
16-FOI-00012,"Pricing & Revenue Management, Train Fares",fee
16-FOI-00013,Unknown,
16-FOI-00014,Central Reporting,incident
16-FOI-00015,Contract Management,bid
16-FOI-00016,"Ridership Statistics, Station Ridership Data",statistics
16-FOI-00017,Police Department,police
16-FOI-00018,Central Reporting,incident
16-FOI-00019,Unknown,
16-FOI-00020,Unknown,
16-FOI-00021,Unknown,
16-FOI-00022,Unknown,
16-FOI-00023,Police Department,police
16-FOI-00024,Contract Management,contract
16-FOI-00025,Unknown,
16-FOI-00026,Unknown,
16-FOI-00027,Unknown,
16-FOI-00028,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
16-FOI-00029,"Central Reporting,Claims","incident,claims"
16-FOI-00030,Unknown,
16-FOI-00031,Unknown,
16-FOI-00032,Unknown,
16-FOI-00033,Unknown,
16-FOI-00034,Unknown,
16-FOI-00036,Unknown,
16-FOI-00037,Unknown,
16-FOI-00038,Unknown,
16-FOI-00039,Unknown,
16-FOI-00040,Unknown,
16-FOI-00041,Unknown,
16-FOI-00042,Email searches,emails
16-FOI-00043,Contract Management,bid
16-FOI-00044,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
16-FOI-00045,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00046,"Video (surveillance videos, APD,EMCS)",surveillance
16-FOI-00047,Unknown,
16-FOI-00048,Contract Management,contract
16-FOI-00049,Unknown,
16-FOI-00050,Central Reporting,incident
16-FOI-00051,Unknown,
16-FOI-00052,Police Department,police
16-FOI-00053,Central Reporting,incident
16-FOI-00054,Unknown,
16-FOI-00055,Unknown,
16-FOI-00056,Unknown,
16-FOI-00057,Unknown,
16-FOI-00058,Unknown,
16-FOI-00059,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00060,Unknown,
16-FOI-00061,Unknown,
16-FOI-00062,Unknown,
16-FOI-00063,Unknown,
16-FOI-00064,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00065,Contract Management,bid
16-FOI-00066,Unknown,
16-FOI-00067,Unknown,
16-FOI-00068,Unknown,
16-FOI-00069,Contract Management,contract
16-FOI-00070,Unknown,
16-FOI-00071,Unknown,
16-FOI-00072,Email searches,emails
16-FOI-00073,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00074,Central Reporting,incident
16-FOI-00075,Contract Management,contract
16-FOI-00076,Unknown,
16-FOI-00077,Unknown,
16-FOI-00078,Unknown,
16-FOI-00079,Unknown,
16-FOI-00080,Unknown,
16-FOI-00081,Unknown,
16-FOI-00082,Unknown,
16-FOI-00083,Contract Management,contract
16-FOI-00084,Unknown,
16-FOI-00085,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00086,Unknown,
16-FOI-00087,Unknown,
16-FOI-00088,Unknown,
16-FOI-00089,Unknown,
16-FOI-00090,Unknown,
16-FOI-00091,Unknown,
16-FOI-00092,Unknown,
16-FOI-00093,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00094,Contract Management,contracts
16-FOI-00095,Unknown,
16-FOI-00096,Unknown,
16-FOI-00097,Unknown,
16-FOI-00098,Unknown,
16-FOI-00099,Unknown,
16-FOI-00100,Unknown,
16-FOI-00101,Unknown,
16-FOI-00102,Contract Management,bid
16-FOI-00103,"Central Reporting,Video (surveillance videos, APD,EMCS),Police Department","accident,video,police"
16-FOI-00104,Unknown,
16-FOI-00105,Unknown,
16-FOI-00106,Unknown,
16-FOI-00107,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00108,Unknown,
16-FOI-00109,Contract Management,contract
16-FOI-00111,Central Reporting,incident
16-FOI-00112,Unknown,
16-FOI-00113,Unknown,
16-FOI-00114,Unknown,
16-FOI-00115,Contract Management,bid
16-FOI-00116,Unknown,
16-FOI-00117,Email searches,emails
16-FOI-00118,Contract Management,contract
16-FOI-00119,Unknown,
16-FOI-00120,Unknown,
16-FOI-00121,Unknown,
16-FOI-00122,Contract Management,contractors
16-FOI-00123,Unknown,
16-FOI-00124,Unknown,
16-FOI-00125,Unknown,
16-FOI-00126,Unknown,
16-FOI-00127,Unknown,
16-FOI-00128,Unknown,
16-FOI-00129,Unknown,
16-FOI-00130,Unknown,
16-FOI-00131,Unknown,
16-FOI-00132,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00133,Contract Management,contract
16-FOI-00134,Unknown,
16-FOI-00135,Central Reporting,accident
16-FOI-00136,Unknown,
16-FOI-00137,Unknown,
16-FOI-00138,Unknown,
16-FOI-00139,Claims,claims
16-FOI-00140,Unknown,
16-FOI-00141,Contract Management,bid
16-FOI-00142,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00143,Email searches,emails
16-FOI-00144,Unknown,
16-FOI-00145,Unknown,
16-FOI-00146,Contract Management,contracts
16-FOI-00147,Unknown,
16-FOI-00148,"Contract Management,Procurement","bid,solicitation"
16-FOI-00149,"Contract Management,Procurement","bid,solicitation"
16-FOI-00150,Unknown,
16-FOI-00151,Unknown,
16-FOI-00152,Unknown,
16-FOI-00153,Unknown,
16-FOI-00154,Unknown,
16-FOI-00155,Unknown,
16-FOI-00156,Contract Management,contract
16-FOI-00157,Unknown,
16-FOI-00158,Unknown,
16-FOI-00159,Unknown,
16-FOI-00160,Unknown,
16-FOI-00161,Unknown,
16-FOI-00162,Unknown,
16-FOI-00163,Unknown,
16-FOI-00164,Unknown,
16-FOI-00165,Central Reporting,incident
16-FOI-00167,Unknown,
16-FOI-00168,Unknown,
16-FOI-00169,Unknown,
16-FOI-00170,Unknown,
16-FOI-00171,Unknown,
16-FOI-00172,Contract Management,bid
16-FOI-00173,Unknown,
16-FOI-00174,Contract Management,bid
16-FOI-00175,Contract Management,bid
16-FOI-00176,Unknown,
16-FOI-00177,Unknown,
16-FOI-00178,Unknown,
16-FOI-00179,Contract Management,bid
16-FOI-00180,Unknown,
16-FOI-00181,Contract Management,contracts
16-FOI-00182,Unknown,
16-FOI-00183,Central Reporting,incident
16-FOI-00184,Unknown,
16-FOI-00185,Unknown,
16-FOI-00186,Central Reporting,incident
16-FOI-00187,"Video (surveillance videos, APD,EMCS)",video
16-FOI-00188,Unknown,
16-FOI-00189,Unknown,
16-FOI-00190,Police Department,police
16-FOI-00191,Unknown,
16-FOI-00192,Unknown,
16-FOI-00194,Unknown,
16-FOI-00195,Unknown,
16-FOI-00196,Police Department,police
16-FOI-00197,Unknown,
16-FOI-00198,Unknown,
16-FOI-00199,Unknown,
16-FOI-00200,Central Reporting,accident
16-FOI-00201,Unknown,
16-FOI-00202,Central Reporting,accident
16-FOI-00203,Contract Management,contract
16-FOI-00204,Unknown,
16-FOI-00205,Unknown,
16-FOI-00206,Unknown,
16-FOI-00207,Unknown,
16-FOI-00208,Unknown,
16-FOI-00209,Unknown,
16-FOI-00210,Unknown,
16-FOI-00211,Unknown,
16-FOI-00212,Unknown,
16-FOI-00213,Unknown,
16-FOI-00214,Unknown,
16-FOI-00215,Unknown,
16-FOI-00216,Unknown,
16-FOI-00217,Unknown,
16-FOI-00218,Unknown,
16-FOI-00219,Lawsuits,lawsuit
16-FOI-00220,Unknown,
16-FOI-00221,Unknown,
16-FOI-00222,Contract Management,contract
16-FOI-00223,Contract Management,contract
16-FOI-00224,Unknown,
16-FOI-00225,Unknown,
16-FOI-00226,Central Reporting,accident
16-FOI-00227,"Contract Management,Procurement","bid,solicitation"
16-FOI-00228,Unknown,
16-FOI-00229,"Video (surveillance videos, APD,EMCS)",surveillance
16-FOI-00230,Contract Management,contract
16-FOI-00231,Contract Management,contracts
16-FOI-00233,"Mechanical Systems,Contract Management","locomotives,contracts"
16-FOI-00234,Police Department,police
16-FOI-00235,Unknown,
16-FOI-00236,Central Reporting,incident
17-FOI-00001,Unknown,
17-FOI-00002,Contract Management,contractors
17-FOI-00003,Police Department,police
17-FOI-00004,Police Department,police
17-FOI-00005,Unknown,
17-FOI-00006,Unknown,
17-FOI-00007,Unknown,
17-FOI-00008,Unknown,
17-FOI-00009,Unknown,
17-FOI-00010,Unknown,
17-FOI-00012,Unknown,
17-FOI-00013,Unknown,
17-FOI-00014,Unknown,
17-FOI-00016,Unknown,
17-FOI-00017,Unknown,
17-FOI-00018,Central Reporting,incident
17-FOI-00019,Unknown,
17-FOI-00020,Unknown,
17-FOI-00021,Unknown,
17-FOI-00022,Unknown,
17-FOI-00023,Unknown,
17-FOI-00024,"Video (surveillance videos, APD,EMCS)",surveillance
17-FOI-00026,Unknown,
17-FOI-00027,Unknown,
17-FOI-00028,Unknown,
17-FOI-00029,Contract Management,contracts
17-FOI-00030,Unknown,
17-FOI-00031,Unknown,
17-FOI-00032,Police Department,police
17-FOI-00033,Unknown,
17-FOI-00034,Central Reporting,accident
17-FOI-00035,Unknown,
17-FOI-00036,Unknown,
17-FOI-00037,Contract Management,bid
17-FOI-00038,Unknown,
17-FOI-00039,Contract Management,bid
17-FOI-00040,Central Reporting,incident
17-FOI-00041,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
17-FOI-00042,Unknown,
